onset	duration	trial_type	stim_id	stim_file	stim_nsd_id	button_press
0	2	blank	n/a	n/a	n/a	0
4	2	blank	n/a	n/a	n/a	0
8	2	blank	n/a	n/a	n/a	0
12	2	stimulus	99	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-024_nsd-038973.png	38973	0
16	2	stimulus	113	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-013_nsd-029554.png	29554	0
20	2	stimulus	134	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-009_nsd-023160.png	23160	0
24	2	stimulus	130	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-005_nsd-009837.png	9837	0
28	2	stimulus	13	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-013_nsd-024782.png	24782	0
32	2	stimulus	100	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-025_nsd-041499.png	41499	0
36	2	stimulus	29	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-004_nsd-052645.png	52645	0
40	2	stimulus	7	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-007_nsd-021005.png	21005	0
44	2	stimulus	23	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-023_nsd-035010.png	35010	0
48	2	stimulus	5	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-005_nsd-024889.png	24889	0
52	2	blank	n/a	n/a	n/a	0
56	2	stimulus	32	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-007_nsd-003683.png	3683	0
60	2	stimulus	102	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-002_nsd-009798.png	9798	0
64	2	stimulus	43	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-018_nsd-067767.png	67767	0
68	2	stimulus	1	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-001_nsd-053052.png	53052	0
72	2	stimulus	86	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-011_nsd-035615.png	35615	0
76	2	stimulus	59	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-009_nsd-021725.png	21725	0
80	2	stimulus	69	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-019_nsd-048111.png	48111	0
84	2	catch	151	catch_images/catch_10.png	n/a	1
88	2	stimulus	101	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-001_nsd-002656.png	2656	0
92	2	stimulus	50	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-025_nsd-003026.png	3026	0
96	2	stimulus	31	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-006_nsd-013151.png	13151	0
100	2	stimulus	108	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-008_nsd-021002.png	21002	0
104	2	stimulus	41	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-016_nsd-060438.png	60438	0
108	2	blank	n/a	n/a	n/a	0
112	2	stimulus	3	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-003_nsd-049850.png	49850	0
116	2	stimulus	46	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-021_nsd-004739.png	4739	0
120	2	stimulus	62	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-012_nsd-028978.png	28978	0
124	2	stimulus	47	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-022_nsd-013334.png	13334	0
128	2	stimulus	21	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-021_nsd-069681.png	69681	0
132	2	stimulus	25	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-025_nsd-038158.png	38158	0
136	2	stimulus	136	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-011_nsd-033677.png	33677	0
140	2	stimulus	142	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-017_nsd-050461.png	50461	0
144	2	stimulus	63	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-013_nsd-026572.png	26572	0
148	2	stimulus	90	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-015_nsd-018714.png	18714	0
152	2	stimulus	112	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-012_nsd-024754.png	24754	0
156	2	blank	n/a	n/a	n/a	0
160	2	stimulus	141	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-016_nsd-049467.png	49467	0
164	2	stimulus	149	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-024_nsd-063970.png	63970	0
168	2	stimulus	116	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-016_nsd-040851.png	40851	0
172	2	stimulus	38	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-013_nsd-000585.png	585	0
176	2	stimulus	89	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-014_nsd-047548.png	47548	0
180	2	stimulus	42	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-017_nsd-025942.png	25942	0
184	2	stimulus	140	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-015_nsd-047601.png	47601	0
188	2	blank	n/a	n/a	n/a	0
192	2	stimulus	115	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-015_nsd-039796.png	39796	0
196	2	catch	151	catch_images/catch_05.png	n/a	1
200	2	stimulus	66	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-016_nsd-067608.png	67608	0
204	2	stimulus	80	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-005_nsd-005509.png	5509	0
208	2	stimulus	11	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-011_nsd-057246.png	57246	0
212	2	stimulus	117	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-017_nsd-043612.png	43612	0
216	2	stimulus	93	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-018_nsd-058633.png	58633	0
220	2	stimulus	40	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-015_nsd-008466.png	8466	0
224	2	stimulus	79	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-004_nsd-002666.png	2666	0
228	2	stimulus	121	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-021_nsd-059553.png	59553	0
232	2	catch	151	catch_images/catch_10.png	n/a	1
236	2	stimulus	68	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-018_nsd-041660.png	41660	0
240	2	stimulus	110	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-010_nsd-022952.png	22952	0
244	2	stimulus	126	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-001_nsd-000902.png	902	0
248	2	stimulus	48	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-023_nsd-012089.png	12089	0
252	2	blank	n/a	n/a	n/a	0
256	2	stimulus	19	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-019_nsd-071838.png	71838	0
260	2	stimulus	91	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-016_nsd-040994.png	40994	0
264	2	catch	151	catch_images/catch_08.png	n/a	1
268	2	stimulus	131	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-006_nsd-010051.png	10051	0
272	2	stimulus	72	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-022_nsd-065730.png	65730	0
276	2	stimulus	36	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-011_nsd-044955.png	44955	0
280	2	stimulus	94	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-019_nsd-036774.png	36774	0
284	2	blank	n/a	n/a	n/a	0
288	2	stimulus	55	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-005_nsd-033494.png	33494	0
292	2	stimulus	54	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-004_nsd-025200.png	25200	0
296	2	stimulus	135	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-010_nsd-025831.png	25831	0
300	2	stimulus	67	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-017_nsd-037814.png	37814	0
304	2	stimulus	82	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-007_nsd-023731.png	23731	0
308	2	stimulus	97	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-022_nsd-070730.png	70730	0
312	2	stimulus	30	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-005_nsd-057441.png	57441	0
316	2	stimulus	145	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-020_nsd-059878.png	59878	0
320	2	stimulus	76	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-001_nsd-020144.png	20144	0
324	2	stimulus	129	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-004_nsd-009831.png	9831	0
328	2	stimulus	58	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-008_nsd-021077.png	21077	0
332	2	stimulus	52	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-002_nsd-006574.png	6574	0
336	2	stimulus	9	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-009_nsd-003953.png	3953	0
340	2	stimulus	24	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-024_nsd-039475.png	39475	0
344	2	stimulus	127	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-002_nsd-003046.png	3046	0
348	2	stimulus	122	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-022_nsd-060669.png	60669	0
352	2	blank	n/a	n/a	n/a	0
356	2	stimulus	105	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-005_nsd-017011.png	17011	0
360	2	stimulus	18	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-018_nsd-023754.png	23754	0
364	2	stimulus	96	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-021_nsd-016679.png	16679	0
368	2	stimulus	8	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-008_nsd-011343.png	11343	0
372	2	stimulus	56	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-006_nsd-036319.png	36319	0
